view,like,danmaku,reply,share
2880.9596217388284,4055.484362109153,4691.176872074241,2925.6677910823837,26520
3857.3823005837767,4958.631325787108,5310.686618735114,2652.4809342933663,7840
3377.455290223568,4505.648762628547,4555.032481411119,3530.4147646580714,10920
6597.533585364891,766.3919135036937,1159.8657778199304,5536.119978177439,125910
2362.4397613568467,5574.474024619571,1786.7632045943062,3472.0415046604185,21460
4069.962898980326,6516.036994799839,5070.059323609596,2757.552802289142,6800
3930.114331852996,4135.579510801236,1690.7233631187703,3196.519717471495,8230
2815.8720729782854,2816.2344226233076,3691.729291004656,4987.411334199499,31660
3360.9960795358356,6166.288178844408,4481.1556802760915,4996.751055799123,4450
3726.0201193251096,7493.346133192686,7827.774771692834,4016.0802878385475,4780
3673.3506451243643,1206.470258261863,1731.8832951797144,1641.4560711340107,78260
3551.485133766343,1741.4761866550934,1126.0935258724894,4338.300683025594,51660
3428.802976149135,2329.7305564936164,11884.666536879198,4429.362968621933,19330
3283.658836887491,4973.018787681796,2842.1460779518407,1648.4608623337292,27340
1505.8283496715535,3114.959662374893,456.9807841638125,1935.6573015221834,21510
3992.8361321719776,5462.6374651495125,2613.127994433256,1921.6477191227468,13930
2184.730800130932,3950.470722712866,1241.1302590684606,1818.910781526877,10320
2642.5915234258987,3498.9714030486034,1666.449557031547,1592.4225327359823,49640
3628.830795448287,4032.197439248677,1677.0033857651224,1622.7766279347618,11320
2484.667291159662,5171.328442869418,5313.852767355187,4555.449210216863,11370
2287.7376762252593,1217.7429088185263,261.7349525926686,1244.5179031499686,3900
2345.5848560899203,2207.6596169129043,7475.276891991418,6379.029852543553,31340
2216.462137768817,3728.4291716164794,2461.1528606697707,3446.3572702614506,15980
894.2192347758827,1150.2553298279745,452.75925267038235,863.9242479652688,2700
2303.6075545610015,2959.3674198230497,454.8700184170974,1517.7047599389857,25290
2115.3832203688576,2274.7022228551664,5378.231122629996,3292.251863867646,25530
2387.360100812442,2022.9958018728234,60.15682378137947,1760.5375215292238,19210
2177.061060521456,1992.7376345891475,5412.003374577437,2323.2557479066013,9940
3861.2129608717146,2166.8704208197137,1070.15823358454,1975.3511183205876,11560
2783.736621727607,2087.22024517592,1444.8191536264649,2993.3807726796613,6170
2837.3742847923363,4846.79476631705,7042.569913914828,2650.1460038934597,19890
3368.472181372514,2806.445015560942,353.55326257477407,1858.6045983252811,4860
2940.61689382746,3318.4606697925565,3898.584334182733,3194.1847870715887,8920
1839.8450887125307,2558.4467033143437,5317.01891597526,2759.887732689048,17800
2588.9286032603695,2295.0226587270467,855.9155102929606,1578.4129503365452,48570
15103.131688702006,9217.765019663355,20713.999655388332,23582.797039051933,366070
12798.825354352215,10973.776992562565,23757.723862151463,16475.26890173767,713380
12287.032301816524,13573.45786501839,15181.682633248134,12888.81580748185,15620
8948.380337454726,8771.308727879703,4787.2167135497775,4130.491877433948,64230
12020.334155440056,14920.984579587977,11646.150007500395,8452.448047660198,12100
11102.078579736562,4947.210350881014,3540.8095401145283,16300.149121744707,312500
10258.802917273451,9681.426935980859,33774.362713187824,9802.037818805942,12760
9543.058775781072,4445.874049808344,4260.580659744368,16827.843392123494,316750
9611.353976343164,10448.5604712317,2333.4515329935093,6771.298159727783,92920
7480.555505452956,5985.184148190642,1989.396716278953,1699.8293311316643,113530
8838.149930531716,6156.350447432613,6260.531204756896,7105.1932069143595,18880
8461.095091728237,3061.1179235318814,1019.4998556633784,1496.6903863398306,9490
6388.421628811487,9838.79907072586,7626.196642881545,4901.018909402971,11300
4179.300888341751,9283.621030810176,5084.834683836602,8692.94587885053,13310
5169.6402297272725,7916.3671777664285,3517.5911169006627,2510.050179899092,42680
6450.318363837681,4758.690102755759,5844.710352654027,4030.0898702379836,14460
6020.450927262261,4720.125771904015,397.87934325579056,2288.231791908009,88130
4688.4503643270855,13565.893323197472,3406.7759151981218,5690.225384571244,7090
5680.953397347772,3417.2446865127927,5608.304589021939,1963.6764663210572,9410
7567.709341278741,6183.197154679404,2083.3257920077735,2248.537975109605,15700
5172.788948293622,8530.874957454023,3237.914655460916,4090.7980606355436,58210
5807.769300462513,80.98509478866204,2883.3060100127846,10121.923283593082,6060
3522.5573343172127,6686.313347945231,2728.1647276292274,2575.4282310964636,6520
4608.04859344839,12478.527517527726,4782.9951820563465,3138.1464574738416,16880
4833.695531991927,9548.973291940061,1308.674762963343,2369.9543559047243,7650
4846.231473022123,5846.649205823223,5295.911258508109,2505.38031909928,29460
2990.9458766874427,3249.489847307707,655.392764355029,997.0152807599184,6050
3572.793707807597,2687.6372116676853,6615.139850205027,5288.61735578739,31900
4882.374384266336,3961.1500758718103,2083.3257920077735,3985.7261926397678,6590
3031.306723765188,1615.2521652903474,24557.704080156473,10824.73733396483,16410
3820.9531421971683,4308.229053537505,14473.52072522523,3299.2566550673646,8910
2633.7431191124424,5664.35858037402,4342.900523866255,3245.5532558695236,10120
3385.8322286554326,3207.8107051179372,4238.417619403859,2517.0549710988103,24260
3506.822160519068,2295.0226587270467,1122.9273772524168,1676.480027132603,61540
4425.810192145748,4377.644849070643,870.6908705199661,1921.6477191227468,12020
4024.845297918658,1927.4749208400426,2472.7620722767037,2472.691293500594,82540
2883.030704004395,4057.1159299528804,4694.343020694314,2925.6677910823837,26550
3858.9482408333515,4959.817920582545,5313.852767355187,2652.4809342933663,7840
3379.357991817137,4506.538708725126,4557.143247157835,3535.0846254578837,10920
6627.404316577206,769.8033735405787,1171.4749894268634,5568.809003776125,126440
2363.576330892828,5575.8089437644385,1788.873970341021,3472.0415046604185,21470
4071.3941346923025,6517.223589595277,5070.059323609596,2757.552802289142,6810
3933.5324594945405,4138.397673440402,1691.778745992128,3196.519717471495,8240
2820.2247133494147,2819.645882660193,3698.0615882448014,4989.746264599404,31700
3364.372112009381,6171.331206725021,4483.266446022807,5001.420916598935,4450
3727.0556604578924,7495.4226740847025,7830.940920312906,4016.0802878385475,4780
3682.7799627562113,1210.0300426481776,1735.049443799787,1648.4608623337292,78600
3554.078196115101,1742.6627814505318,1126.0935258724894,4340.635613425499,51670
3439.3436062161636,2333.2903408799316,11931.103383306929,4436.367759821651,19390
3297.322928420069,4985.626357383328,2851.6445238120587,1650.7957927336354,27440
1518.667375911345,3137.949936536509,462.2576985306002,1944.997023121808,21700
3996.8014969975134,5466.790546933547,2613.127994433256,1926.3175799225592,13930
2187.1807389084915,3952.695587954313,1242.1856419418182,1818.910781526877,10340
2643.4502648530847,3499.268051747463,1666.449557031547,1592.4225327359823,49660
3630.0431362866675,4033.0873853452554,1678.0587686384802,1622.7766279347618,11340
2490.274367537171,5178.744660340907,5317.01891597526,4562.454001416582,11380
2292.065059495589,1219.0778279633944,264.9011012127412,1246.8528335498747,3920
2347.9169283970823,2208.697887358913,7481.609189231563,6381.3647829434585,31370
2217.3798124312016,3729.319117713058,2461.1528606697707,3446.3572702614506,16010
897.7552288878253,1153.370141166,452.75925267038235,863.9242479652688,2700
2305.493418087371,2959.812392871339,454.8700184170974,1517.7047599389857,25290
2116.772360912835,2275.295520252886,5378.231122629996,3292.251863867646,25530
2387.435872114841,2022.9958018728234,60.15682378137947,1760.5375215292238,19210
2186.1367787421086,1998.3739598674792,5432.0556491712305,2320.9208175066956,9970
3910.843163942909,2186.1525862455856,1092.3212739250484,1984.6908399202123,11670
2785.5467139515777,2087.813542573639,1444.8191536264649,2993.3807726796613,6170
2841.2217831474736,4850.799523751654,7053.123742648403,2650.1460038934597,19910
3370.139150025287,2807.0383129586617,353.55326257477407,1858.6045983252811,4860
2941.2735784482493,3318.4606697925565,3898.584334182733,3194.1847870715887,8930
1841.798304507699,2560.5232442063607,5318.074298848616,2759.887732689048,17800
2592.7508445147073,2297.2475239684936,856.9708931663181,1578.4129503365452,48690
1966.719925062471,3737.625281281126,1702.3325747257034,3026.069798278347,24040
5113.316894944188,1753.490458958906,521.3591394386222,2229.858531910356,30460
1211.7515060283276,3982.657106539129,2321.8423213865763,3721.8790574503746,37330
2596.5141525338463,1741.9211597033827,296.5625874134672,838.2400135663015,31260
2724.298244512572,2786.4212283879215,1463.8160453469004,3089.112919075813,11080
11013.906040845193,728.5692043990987,1898.6337891702049,8868.06565884349,46520
1985.9910929725581,2382.53402489062,1430.0437933994594,4013.745357438641,10470
2378.5201155325854,1249.0393465482107,392.6024288890029,1655.4656535334477,77720
3084.5150161163237,2238.21443289544,717.6603538831235,1305.2260935475279,2020
6801.998235371172,1691.1942321983965,482.3099731243933,2218.1838799108255,4710
2429.4552688117587,1821.1263622988874,2189.9194622168843,775.1968927688358,2890
2272.364520871909,734.6505027257199,143.5320707766247,1853.9347375254688,67110
1686.6018391278187,2388.615323217241,338.7779023477686,945.6468119619834,7380
2733.3234485316257,2755.5697637065264,1650.6188139311841,1725.5135655306315,5390
1434.0476691991187,1939.3408687944252,699.7188450360454,1111.426870355319,26010
2390.8203236219856,679.7704934366999,37.99378344087125,366.5840727852627,49270
1809.5955009882218,908.6349646068566,2144.5379986625103,9274.343548427156,8380
2204.8270333338055,1237.4700472926875,773.5956461710729,3399.6586622633286,48630
1806.3625920858744,4521.371143668104,1284.4009568761198,2778.5671758882972,3930
2453.6094762097664,825.7216532756073,732.435714110129,4933.7079350016575,74260
2499.341666724224,2136.908902234897,1349.8346950242867,2066.413403916927,6920
2210.459366812114,635.5698373066242,2233.1901600245433,3315.601167866708,45560
3821.0457515667667,204.39095351424228,255.40265535252337,2820.595923086608,4990
2367.406991180766,3299.623477414974,1979.898270418735,1816.5758511269707,4890
1732.595019683872,896.3240436041845,1066.9920849644675,1732.51835673035,4420
2105.692912695415,1026.997795451824,1246.4071734352485,4079.1234086360128,2470
1360.9115243171061,2358.5054802829945,2317.620789893146,5919.048563762044,1050
2644.477386952268,1637.9457907531041,595.2359405736495,938.6420207622651,4230
1007.4973318620437,1571.348157859131,3288.573033382078,2423.657755102565,11360
15117.60400746017,9223.697993640546,20754.104204575917,23610.816203850805,366380
12830.160997410907,10996.915591073612,23828.434514666416,16554.656535334474,714800
12296.040667768379,13580.28078509216,15195.402610601785,12898.155529081472,15620
8957.37186533938,8777.983323604045,4793.549010789922,4132.826807833854,64260
12031.514632060673,14927.065877914596,11661.980750600758,8457.11790846001,12110
11123.69865802101,4953.291649207635,3549.252603101389,16309.488843344332,312700
10275.51469896918,9687.95320735577,33822.910325362274,9816.04740120538,12780
9557.219590296041,4449.7304828935185,4272.1898713513,16844.187904922837,316890
9638.353817097925,10464.579500970118,2342.949978853727,6782.9728117273135,93150
7492.721009004758,5993.786960457569,1990.4520991523102,1704.4991919314764,113680
8840.709316746073,6157.240393529191,6261.586587630253,7105.1932069143595,18880
