view,like,danmaku,reply,favorite,coin,share,point
458603,29171,13782,1419,3727,16193,896,448853
555955,31273,880,864,5268,21690,1276,436847
427902,15919,1094,735,11651,5143,6354,428837
840622,5620,1204,2531,2093,546,13262,425039
408226,21809,4069,1084,7209,15258,2460,424393
347146,27547,4490,1256,8373,13074,2673,413327
404898,30472,4332,1520,6599,18904,1100,408700
461913,33550,5065,1136,5336,11236,790,408189
283301,37787,1702,1488,14978,35203,2166,406106
486347,44091,4824,1184,3432,15829,682,400418
471568,28104,1615,1375,3920,10608,831,399381
342141,19224,3543,2157,10186,15827,3224,398644
201227,23387,486,901,18150,27791,2389,394225
404765,42110,4320,2164,6381,61907,448,389274
450277,8362,1692,738,6431,2543,8060,388181
445449,50666,7447,1721,4552,14034,481,384332
414735,34896,2865,737,6563,23506,2948,381521
425846,11857,1075,1886,5375,993,5198,379118
421761,16095,11520,1931,3297,10080,2001,372437
264740,26865,1197,782,8853,21329,1042,356555
315808,23671,1581,683,9522,8932,4986,352090
433579,27290,1594,697,3240,13999,1137,347300
303844,35567,5114,1971,8744,44511,1181,345794
530893,16444,1182,936,1007,2617,1333,344739
279207,8331,255,543,9574,5440,404,340965
282402,14991,7166,2755,3375,6491,3175,328401
265124,25247,2342,1483,8542,30015,1608,321441
273164,13906,5339,1039,5676,10858,1021,320230
277017,20053,432,652,8642,6901,2538,317272
344576,33142,6765,1144,3501,10044,2027,307154
222939,17420,5101,1193,7736,11231,1817,306054
333844,14146,1371,1284,3945,15389,621,304788
403062,19013,337,798,3089,1609,486,303123
244440,26005,1660,1340,8354,10764,2541,302774
350557,22415,3701,1369,3786,5649,895,302170
159038,28184,2283,1647,13471,38721,3928,302057
314201,15672,826,681,6593,14666,4957,300363
315644,12144,296,368,6345,2147,3217,287394
212202,30881,2324,761,9672,25968,593,279119
328399,18948,1400,1344,2007,6685,1121,277691
314505,5668,200,537,4787,744,8909,270315
294597,8685,386,736,4496,5875,8138,260854
237032,16082,1357,1722,4419,15467,1047,257691
187254,11947,2675,2855,6999,6237,5528,254710
284164,5225,143,844,4455,1529,7132,252379
271356,28855,1498,1140,3609,9007,914,250285
303837,4867,37,166,4640,895,5256,248603
376694,15410,692,567,728,3368,203,247740
296953,12499,2103,335,1239,8040,296,247164
179845,13628,693,465,8844,8729,2705,246142
809293,11409,458,951,1454,2397,475,244795
330139,18796,1579,742,1297,2909,544,239807
267576,7348,1219,1880,1611,2826,261,238446
302728,5702,710,2200,963,544,7515,235615
269292,8516,747,1485,1778,7566,4951,235343
219100,6186,2042,3991,1231,1624,851,233057
216700,30743,1224,1202,4886,25944,399,231232
286835,22530,1896,785,2101,12749,501,230192
461194,1398,257,1213,1802,73,501,228909
264077,4309,2131,1431,2012,787,4582,228618
209114,6080,1014,748,3631,3990,447,226883
122991,10757,3165,1053,9916,2569,1159,226433
285298,2662,602,1454,1543,183,854,225830
257527,23395,1011,686,3076,8820,942,225379
162982,15995,2210,2560,3404,13789,106,224490
176751,18245,2300,1661,5180,6071,1371,224151
253400,8368,2721,1133,2749,5347,2635,223911
318229,11140,566,402,1069,6938,431,223749
265495,17971,1797,1373,1308,3605,325,219172
116404,11175,287,482,8754,6927,462,215131
304031,14309,2089,740,624,2366,394,213864
249623,20225,2444,698,1744,7899,380,212951
1821751,62938,20034,10216,27138,14960,36990,1497718
1591540,76834,23469,7361,34099,59557,73931,1434344
1482031,92515,14598,5586,7044,37386,1580,1140288
1352463,33825,3422,7053,9824,12166,31544,1005612
1452326,101541,11189,3650,11513,44685,1222,1002809
1252546,66283,32849,4253,3544,16550,1294,910192
1157297,30336,4116,7305,7254,10539,31866,906823
1188596,72404,2278,2962,8382,34503,9715,827342
914188,41302,1942,741,17041,24658,11628,784535
1056446,41610,5944,3044,2679,14508,1903,722789
542981,66133,5087,3981,15930,48725,1396,693675
791256,68227,7496,2140,10026,30941,1163,691250
1052635,21258,1124,655,8172,3562,994,684646
765533,34023,395,1016,12596,3605,9546,638905
633488,54562,3381,1094,14660,37433,4401,621152
565822,92701,3283,2463,12657,152429,721,570001
685181,23189,5350,843,4264,13601,951,564284
757909,559,2840,4459,8,9163,644,550695
453157,47231,2749,1161,16753,48364,695,545761
565681,86497,4650,1380,9275,61085,1736,511380
581699,65164,1252,1024,9295,69699,775,500630
575363,15848,2766,1244,8607,8810,9827,491798
361336,43256,4636,1538,17725,56628,1174,488035
375168,22885,657,443,17478,11976,621,486490
582479,39708,5049,1080,4335,24253,2977,471753
428897,18210,6312,2278,5385,17251,3212,459220
366724,11007,23703,4706,1841,4872,1665,454752
586620,26834,1983,1712,2095,3455,662,451393
458986,29180,13793,1419,3728,16200,896,449181
558239,31429,880,867,5290,21778,1281,438697
845649,5668,1211,2544,2101,550,13314,425735
408693,21820,4071,1084,7213,15272,2461,424937
347593,27565,4494,1256,8386,13083,2677,413783
405197,30484,4332,1520,6601,18915,1100,408941
462375,33563,5068,1136,5337,11244,791,408441
283571,37808,1702,1490,14987,35219,2169,406358
486657,44108,4824,1184,3435,15830,682,400621
471906,28116,1618,1375,3922,10614,832,399664
342587,19239,3545,2157,10198,15843,3230,399126
203121,23562,488,906,18300,28000,2404,398005
405255,42153,4326,2167,6388,61976,448,389738
451135,8372,1695,738,6439,2544,8075,388825
445786,50678,7452,1721,4553,14036,482,384520
416899,34995,2872,739,6583,23564,2979,383037
426157,11867,1075,1889,5376,995,5202,379370
422648,16114,11530,1931,3303,10090,2007,373147
265106,26878,1200,782,8859,21341,1043,357064
315980,23677,1582,683,9525,8932,4987,352264
535529,16588,1193,941,1018,2632,1350,347948
433863,27304,1594,698,3242,14005,1137,347513
304467,35618,5119,1972,8757,44559,1182,346366
279681,8337,255,543,9584,5444,404,341625
282742,14999,7175,2759,3377,6492,3180,328716
274496,13929,5351,1039,5690,10875,1022,321609
265263,25254,2343,1483,8545,30021,1608,321570
277316,20064,433,654,8646,6904,2540,317542
345115,33192,6773,1145,3505,10058,2028,307636
223322,17432,5105,1193,7742,11241,1821,306499
161801,28429,2295,1650,13607,38975,3964,305749
334122,14153,1371,1284,3949,15398,622,305000
245469,26073,1662,1345,8377,10799,2553,303748
403279,19022,337,798,3090,1609,486,303263
350700,22419,3701,1369,3786,5649,895,302258
314868,15696,827,681,6606,14684,4969,300873
316128,12174,298,369,6357,2150,3223,287973
220481,31740,2364,773,9943,26638,609,287505
328788,18969,1401,1344,2011,6688,1121,278032
314996,5678,200,538,4793,745,8936,270851
295459,8705,387,738,4507,5892,8159,261590
189055,12062,2690,2871,7078,6293,5560,257790
237112,16083,1357,1722,4419,15469,1047,257750
285491,5246,143,847,4472,1534,7166,253484
271916,28895,1498,1143,3617,9022,920,250885
305403,4895,37,166,4661,901,5286,250134
377546,15436,695,568,728,3371,203,247816
297795,12528,2110,335,1241,8051,296,247814
180629,13679,694,465,8872,8758,2709,247204
809390,11410,458,951,1454,2399,475,244937
330612,18819,1579,742,1299,2913,546,239839
269122,7395,1223,1890,1624,2846,262,239692
303668,5716,714,2206,965,544,7522,236458
269872,8525,747,1487,1780,7568,4960,235818
219450,6189,2042,3992,1231,1624,852,233377
216819,30761,1224,1202,4892,25965,400,231420
287412,22557,1898,785,2104,12757,501,230525
461720,1399,257,1215,1805,73,501,228948
264180,4309,2131,1433,2012,787,4585,228714
209341,6081,1014,748,3633,3992,449,227087
123182,10768,3172,1053,9930,2572,1159,226810
285631,2665,602,1457,1545,184,854,226271
258057,23439,1012,687,3081,8831,942,225675
177327,18288,2306,1661,5206,6078,1374,225012
254724,8398,2739,1138,2757,5366,2651,224926
163079,16000,2211,2560,3405,13793,106,224625
318490,11147,566,402,1069,6939,432,223959
265631,17973,1797,1373,1309,3605,325,219277
117062,11215,289,484,8781,6955,462,216124
304181,14318,2089,740,624,2366,394,213945
169770,13806,689,941,6408,7800,558,213824
249795,20232,2444,699,1747,7902,381,213105
1824783,63027,20068,10227,27172,14979,37019,1500581
1599906,77170,23561,7392,34271,59820,74208,1444225
1484523,92622,14634,5591,7053,37424,1581,1142173
1355581,33868,3427,7063,9836,12184,31571,1008623
1455674,101667,11210,3653,11526,44752,1223,1005044
1256399,66415,32957,4258,3552,16591,1295,913521
1159554,30387,4126,7313,7261,10562,31883,908834
1193534,72625,2286,2967,8412,34621,9756,830965
916646,41402,1946,741,17091,24718,11651,787789
1057291,41623,5946,3044,2677,14512,1906,723161
548739,66515,5124,4008,16049,49002,1405,702601
794704,68415,7510,2146,10053,31004,1164,695368
1057133,21327,1126,656,8204,3573,998,688341
769799,34200,396,1017,12660,3623,9599,643811
636030,54715,3393,1095,14708,37539,4417,625005
566944,92840,3288,2463,12671,152646,724,571679
686321,23203,5354,843,4267,13607,952,565478
763694,562,2862,4476,9,9214,645,555675
456647,47442,2752,1169,16836,48565,698,551154
567634,86757,4671,1384,9303,61264,1741,514307
584109,16135,2804,1261,8731,8946,9959,504375
582777,65269,1253,1025,9311,69804,777,501795
366524,43842,4678,1549,17991,57389,1188,499366
377440,23011,660,445,17575,12050,621,490427
583454,39737,5053,1082,4339,24275,2984,472785
429317,18215,6316,2278,5387,17257,3213,459888
367361,11014,23741,4712,1842,4872,1666,455770
587442,26851,1983,1712,2098,3455,662,451850
459580,29192,13800,1419,3730,16203,897,449925
561919,31669,883,872,5327,21932,1291,442345
852558,5726,1229,2569,2117,554,13399,432680
409389,21832,4074,1084,7222,15290,2463,425935
348121,27588,4502,1258,8395,13092,2681,415049
405622,30503,4332,1520,6604,18922,1101,409404
463052,33579,5071,1136,5339,11249,791,408907
283940,37838,1703,1491,14998,35245,2170,407158
205541,23835,491,913,18515,28363,2439,405011
472384,28131,1621,1375,3925,10616,832,400188
343159,19258,3546,2159,10210,15857,3240,400152
405993,42204,4338,2170,6401,62062,449,390791
452378,8394,1702,738,6448,2549,8098,390387
419634,35170,2883,744,6621,23667,2996,386724
446262,50693,7453,1721,4555,14042,483,384863
426572,11878,1078,1890,5382,998,5208,380074
423871,16145,11547,1934,3323,10109,2013,374782
265577,26893,1203,782,8864,21352,1045,358054
541829,16790,1211,946,1029,2659,1371,354501
316222,23689,1582,683,9531,8937,4990,352606
434210,27321,1594,698,3244,14015,1139,347962
305188,35684,5128,1972,8775,44630,1183,347723
280347,8355,257,543,9601,5458,404,342844
283133,15011,7179,2761,3380,6500,3183,329420
276017,13976,5370,1045,5716,10906,1023,324356
265458,25265,2343,1483,8549,30031,1610,321876
165457,28743,2309,1657,13801,39338,4013,314175
345940,33239,6781,1147,3514,10070,2030,308574
232004,32957,2429,787,10311,27538,632,308374
223773,17448,5110,1193,7758,11259,1822,307361
246902,26162,1668,1351,8408,10835,2564,305795
334481,14159,1374,1284,3949,15401,623,305577
315644,15725,828,684,6620,14708,4984,302001
316857,12229,300,369,6371,2154,3228,289051
329354,18985,1402,1346,2014,6694,1123,278667
315662,5694,202,542,4805,748,8952,271795
191896,12259,2721,2904,7209,6404,5610,264000
296562,8733,387,740,4525,5912,8182,263191
237211,16086,1357,1722,4420,15472,1048,257873
287075,5275,143,850,4495,1543,7206,255627
307815,4928,37,167,4697,906,5330,253044
272590,28939,1501,1145,3626,9045,923,252344
181687,13753,695,466,8920,8814,2722,249420
298622,12547,2114,335,1243,8069,297,248965
378739,15491,697,568,731,3379,203,248508
809524,11410,458,951,1454,2399,475,244954
271452,7449,1227,1914,1636,2854,263,242733
331293,18850,1580,742,1300,2916,546,240586
304792,5732,715,2209,970,544,7537,238212
270529,8540,750,1488,1785,7580,4968,236701
219943,6192,2043,3993,1232,1624,853,233749
217058,30799,1226,1204,4903,26000,401,231802
288203,22594,1900,786,2112,12773,501,231463
462438,1402,258,1216,1806,73,501,229133
264286,4309,2131,1434,2012,787,4587,228912
209671,6088,1016,750,3637,3996,449,227573
123494,10781,3178,1057,9962,2574,1161,227537
256807,8446,2779,1141,2773,5402,2659,227497
286141,2674,603,1459,1549,184,858,227041
178206,18367,2318,1668,5240,6119,1379,226755
258740,23487,1014,688,3090,8844,943,226564
163221,16010,2215,2560,3405,13802,106,224850
318817,11154,566,402,1069,6942,433,224173
174515,13922,705,946,6492,7849,567,221850
265845,17982,1798,1373,1310,3608,327,219500
117538,11252,291,484,8810,6986,463,218545
280119,17431,2944,864,1528,3431,329,215365
304344,14321,2090,740,624,2366,394,213968
295508,18221,905,613,954,2027,257,213530
250056,20243,2444,701,1747,7905,381,213378
195274,21462,2388,926,5663,5616,342,211934
231626,9801,1835,1265,1762,4494,452,211566
1828075,63130,20102,10239,27222,15007,37054,1502168
1608891,77525,23670,7423,34415,60055,74516,1449613
1486768,92726,14650,5599,7060,37470,1582,1143334
1358840,33910,3430,7074,9847,12211,31601,1010288
1459452,101793,11226,3654,11537,44794,1224,1006274
1260730,66538,33045,4264,3554,16619,1298,915479
1161950,30421,4131,7327,7271,10576,31906,909989
1197949,72870,2292,2970,8452,34738,9794,832815
919394,41499,1951,742,17136,24759,11679,789524
1058225,41635,5946,3045,2677,14514,1909,723182
553826,66906,5153,4023,16155,49270,1412,707630
797600,68587,7517,2149,10076,31075,1167,697574
1060692,21375,1126,656,8223,3579,999,688774
773346,34375,398,1018,12751,3648,9663,646639
638357,54856,3401,1097,14744,37613,4427,626737
567879,92996,3299,2465,12688,152884,725,572406
687591,23220,5356,843,4271,13621,952,565583
770159,563,2870,4487,9,9269,650,558578
460396,47659,2760,1174,16929,48774,707,554009
569707,87015,4688,1388,9328,61441,1749,515962
593129,16406,2844,1268,8886,9078,10123,511519
372138,44457,4722,1557,18278,58197,1208,505537
583622,65381,1258,1027,9328,69931,778,502572
379601,23138,660,447,17685,12126,623,493038
584323,39775,5057,1082,4342,24293,2990,473296
429840,18225,6321,2278,5390,17274,3215,460177
368010,11028,23778,4720,1845,4883,1670,456340
588303,26867,1983,1713,2101,3457,665,451925
460107,29203,13804,1419,3732,16210,902,450289
564851,31851,887,879,5352,22030,1301,444911
860372,5803,1238,2588,2134,559,13487,436426
410037,21847,4080,1085,7223,15306,2468,426425
348557,27610,4511,1258,8406,13102,2684,415496
406072,30510,4332,1520,6604,18924,1101,409639
208039,24165,498,927,18777,28769,2476,409535
463808,33598,5076,1136,5343,11258,792,409180
284307,37877,1703,1492,15020,35276,2175,407553
343719,19277,3549,2160,10223,15871,3248,400706
472770,28155,1623,1376,3928,10624,832,400431
406628,42255,4343,2171,6412,62141,449,391324
453540,8420,1701,740,6465,2554,8119,391291
422094,35309,2894,744,6653,23754,3016,388950
446729,50720,7457,1722,4556,14049,485,385042
426954,11891,1088,1892,5392,999,5216,380364
425236,16176,11572,1934,3331,10127,2023,375766
266162,26935,1204,783,8878,21392,1045,358642
548217,16992,1225,952,1042,2688,1391,358063
316447,23705,1582,684,9533,8943,4993,352808
306068,35752,5133,1974,8793,44712,1186,348327
434602,27340,1595,698,3247,14023,1139,348191
281056,8366,258,543,9621,5470,405,343596
283486,15024,7181,2763,3384,6503,3191,329739
277851,14028,5395,1049,5739,10948,1026,325821
265702,25276,2343,1483,8550,30037,1612,322009
243452,34082,2496,802,10667,28425,646,320965
169248,29025,2319,1670,13989,39608,4047,318389
346552,33303,6788,1148,3518,10074,2035,309114
224196,17461,5109,1195,7769,11268,1827,307851
248190,26286,1680,1353,8450,10887,2582,307181
334863,14169,1375,1284,3953,15407,623,305872
316419,15760,829,684,6635,14735,4998,302694
317521,12278,303,369,6390,2158,3230,289587
329883,19004,1403,1347,2014,6696,1125,279096
316394,5715,208,542,4820,753,8977,272382
194824,12430,2737,2924,7341,6493,5664,267781
297564,8759,388,740,4532,5932,8207,264109
237342,16088,1357,1723,4423,15475,1048,257952
288508,5303,143,853,4516,1553,7261,256749
309863,4972,37,168,4727,909,5373,254659
273139,28979,1502,1149,3632,9054,926,252871
182770,13827,696,471,8959,8865,2735,250711
299755,12570,2117,338,1244,8086,300,249483
379840,15531,698,569,732,3391,203,249080
809668,11412,458,951,1454,2401,476,245025
273577,7506,1233,1932,1648,2876,264,244709
332024,18883,1583,743,1302,2919,546,240991
306190,5750,718,2212,974,544,7553,238363
271222,8558,751,1492,1787,7591,4974,237154
220448,6196,2045,3993,1233,1624,853,233797
217312,30822,1227,1205,4905,26025,401,232103
288975,22640,1900,786,2118,12798,502,232057
463218,1408,258,1216,1811,74,501,229226
264431,4310,2132,1434,2013,787,4589,228995
258638,8499,2799,1143,2791,5438,2676,228936
123755,10798,3182,1060,9990,2577,1165,228100
179106,18417,2330,1670,5262,6147,1385,227997
210023,6092,1019,750,3638,3996,449,227892
286682,2680,604,1463,1550,185,862,227432
259466,23545,1015,689,3099,8858,944,227060
179254,14042,710,948,6577,7881,583,225817
163350,16022,2218,2561,3410,13810,106,224958
319071,11165,566,402,1070,6950,434,224344
118143,11298,291,485,8849,7037,463,219366
280505,17447,2944,864,1528,3431,329,215538
296729,18262,905,615,959,2030,259,214160
304554,14332,2091,740,624,2368,395,213981
250286,20259,2449,701,1748,7913,382,213614
195676,21478,2390,927,5664,5620,343,212242
231715,9805,1837,1266,1763,4495,454,211661
271637,17030,1581,813,1207,4418,2345,211648
1840557,63606,20330,10278,27402,15108,37221,1509974
1639338,78822,24114,7552,35090,61151,75786,1472498
1496802,93113,14724,5631,7098,37619,1589,1148399
1371599,34124,3449,7107,9893,12295,31718,1016981
1473978,102309,11270,3669,11590,45011,1235,1011752
1277418,67095,33399,4288,3583,16757,1310,923595
1170758,30595,4145,7360,7316,10617,31992,915054
1219187,73742,2318,2992,8560,35152,9976,843319
931126,41981,1968,743,17355,25033,11838,796794
575762,68586,5288,4106,16615,50528,1448,727792
812157,69468,7586,2164,10226,31403,1185,706988
1077128,21663,1134,658,8351,3606,1014,695363
930370,39476,8388,2208,2150,13957,1509,666811
789374,35163,403,1026,13105,3751,9913,657977
647580,55475,3426,1110,14930,37995,4491,633801
571964,93614,3324,2480,12789,153888,740,576260
794374,568,2902,4524,9,9467,669,569488
478533,48790,2810,1196,17374,49792,733,569294
692658,23296,5366,844,4291,13672,960,568704
634767,17666,3058,1321,9449,9694,10798,541407
396717,47152,4889,1599,19535,61782,1293,534269
578195,88129,4732,1394,9454,62181,1776,522594
586976,65762,1266,1033,9374,70325,783,505258
387602,23655,668,457,18108,12427,635,504368
588423,39922,5074,1084,4358,24374,3015,475768
431897,18281,6333,2290,5405,17327,3224,462030
370663,11073,23961,4739,1854,4903,1678,458814
579468,32693,905,894,5509,22619,1342,455061
591861,26939,1988,1713,2110,3481,669,453352
462773,29255,13843,1416,3740,16249,907,451914
888629,6102,1276,2658,2241,592,13845,449835
218214,25344,524,950,19783,30305,2598,430220
413215,21941,4104,1089,7246,15395,2490,429033
350809,27703,4550,1261,8456,13155,2698,417590
467038,33684,5095,1137,5356,11298,796,410691
407982,30573,4336,1522,6615,18950,1104,410574
286041,38011,1708,1497,15083,35387,2190,409495
346093,19358,3559,2166,10279,15928,3278,403054
474922,28253,1624,1378,3938,10648,835,401710
433437,35892,2921,748,6771,24165,3118,396937
458272,8491,1710,743,6527,2569,8194,394982
408817,42468,4368,2179,6446,62475,452,393317
449245,50839,7468,1723,4575,14082,491,386160
428410,11928,1091,1894,5409,1005,5224,381737
430157,16297,11665,1944,3354,10212,2044,379339
573131,17757,1281,975,1091,2801,1485,370087
283980,38502,2773,839,12122,32054,746,370072
268725,27069,1207,783,8917,21509,1048,361714
317439,23733,1584,685,9556,8953,5006,353673
309882,36091,5177,1986,8874,45071,1201,351858
436069,27401,1595,698,3253,14044,1143,349193
283693,8411,259,543,9671,5507,412,346430
184373,30433,2367,1705,14807,41255,4271,338219
285430,14222,5466,1066,5851,11106,1048,333379
285219,15066,7226,2776,3397,6514,3209,331449
266448,25312,2343,1483,8557,30074,1616,322602
254031,26710,1699,1375,8583,11059,2655,312620
349537,33514,6818,1152,3531,10116,2047,311058
226280,17519,5128,1200,7805,11337,1837,309600
336726,14229,1380,1285,3963,15459,624,307583
319102,15850,833,688,6681,14806,5039,305003
320254,12474,306,371,6478,2181,3259,292444
206838,13198,2894,3024,7854,6849,5946,282369
332267,19097,1411,1353,2027,6743,1137,280293
319180,5773,210,546,4870,764,9076,274822
300898,8839,390,744,4574,5985,8307,266841
320134,5166,37,171,4898,943,5566,262267
294039,5384,144,863,4618,1581,7410,261875
237808,16101,1358,1724,4426,15491,1049,258355
187672,14157,706,474,9152,9078,2794,256470
275906,29142,1512,1160,3663,9125,935,255349
303179,12654,2133,343,1252,8142,301,252160
282202,7773,1255,1983,1716,2986,267,251823
384007,15706,707,577,739,3410,208,251167
810269,11412,458,951,1454,2401,478,245166
334889,19001,1592,747,1307,2937,552,242871
196428,14537,759,957,6909,8026,637,240796
310418,5801,726,2227,981,548,7600,240290
273976,8622,758,1504,1802,7627,5013,239462
267771,8735,2873,1174,2859,5594,2780,235381
222296,6225,2051,3999,1242,1630,858,234914
291321,22770,1914,797,2125,12845,502,234124
182677,18680,2371,1685,5382,6255,1405,232291
466451,1428,260,1220,1833,76,505,230939
125196,10864,3200,1066,10086,2596,1178,230186
262591,23778,1024,699,3132,8966,951,229820
289663,2707,614,1482,1568,188,868,229559
264983,4322,2132,1434,2016,790,4593,229362
211506,6112,1024,752,3659,4004,450,229187
163957,16061,2225,2567,3419,13839,106,225698
320604,11204,566,403,1075,6965,436,224975
120685,11461,296,493,8971,7150,473,223669
279328,31,6976,1063,22,979,99,218718
301780,18445,912,623,969,2051,261,217397
282290,17496,2953,868,1530,3446,329,216186
251063,19716,1753,1065,2323,7498,809,214435
251342,20327,2452,705,1747,7926,382,214317
274914,17286,1593,827,1228,4485,2369,214070
197255,21533,2394,933,5669,5637,345,212984
232201,9826,1843,1267,1768,4501,454,212043
1843776,63722,20368,10291,27452,15140,37265,1509974
1647424,79178,24234,7601,35279,61439,76118,1472498
1499580,93244,14753,5636,7109,37649,1590,1148399
1374881,34176,3452,7111,9911,12319,31751,1016981
1477991,102467,11288,3671,11611,45079,1237,1011752
1282167,67262,33489,4295,3583,16797,1311,923595
1173151,30637,4150,7368,7322,10625,32015,915054
1224608,73968,2322,2997,8591,35251,10010,843319
934488,42136,1977,750,17426,25115,11869,796794
581942,69096,5337,4135,16767,50908,1458,727792
817083,69743,7615,2166,10291,31519,1195,706988
1082352,21732,1142,661,8389,3614,1019,695363
931747,39506,8400,2217,2152,13957,1510,666811
794301,35389,410,1029,13206,3779,9991,657977
650134,55640,3440,1113,14984,38096,4511,633801
573187,93791,3331,2483,12808,154161,741,576260
801849,569,2916,4535,9,9525,673,569488
484102,49189,2831,1201,17534,50173,744,569294
694085,23322,5372,844,4297,13690,961,568704
647135,18041,3118,1345,9633,9865,11016,541407
404220,47971,4954,1618,19896,62876,1314,534269
580713,88457,4744,1399,9483,62425,1786,522594
587975,65867,1267,1035,9394,70463,785,505258
390375,23820,674,458,18234,12512,643,504368
589579,39961,5078,1084,4360,24409,3019,475768
432568,18294,6346,2292,5408,17344,3226,462030
371471,11084,24005,4742,1854,4904,1682,458814
583608,32955,916,900,5553,22808,1356,455061
592990,26960,1989,1714,2112,3481,672,453352
463642,29276,13858,1419,3742,16261,908,451914
896051,6146,1285,2671,2255,595,13939,449835
220701,25601,528,955,20013,30635,2629,430220
1847480,63887,20418,10305,27513,15173,37313,1513400
1655862,79549,24370,7625,35478,61744,76461,1483199
1502696,93368,14773,5637,7124,37693,1594,1150847
1378812,34221,3455,7120,9931,12343,31797,1020040
1482422,102626,11311,3679,11636,45158,1237,1014275
1287222,67408,33588,4302,3589,16836,1313,927492
1175813,30682,4162,7379,7336,10634,32034,917278
1229966,74222,2327,3002,8628,35356,10040,848017
938191,42271,1992,750,17502,25184,11919,801814
1849875,63958,20446,10316,27548,15192,37345,1515121
1660945,79736,24433,7645,35573,61903,76653,1488350
1504478,93430,14791,5640,7128,37716,1594,1151968
1381068,34255,3456,7127,9940,12352,31809,1021740
1485254,102726,11319,3684,11644,45200,1238,1015694
1290468,67496,33658,4306,3595,16860,1316,929331
1177502,30705,4168,7386,7340,10648,32053,918479
1233270,74348,2329,3003,8636,35412,10068,850283
940463,42348,1996,750,17535,25231,11939,804099
592629,69924,5415,4193,17023,51528,1481,743178
824779,70237,7660,2173,10368,31744,1202,715369
1091398,21898,1148,663,8456,3633,1024,702040
934517,39554,8413,2218,2156,13969,1511,668735
802752,35767,412,1032,13388,3814,10128,666726
654376,55935,3448,1115,15077,38274,4547,639187
493033,49815,2857,1205,17797,50745,762,582435
814539,573,2938,4558,9,9631,682,579179
575094,94032,3342,2490,12853,154572,749,579082
696554,23355,5380,845,4302,13710,964,571446
1850709,63990,20455,10322,27559,15197,37360,1515121
1662360,79808,24455,7656,35611,61950,76708,1488350
1505026,93456,14793,5642,7131,37724,1595,1151968
1381730,34263,3459,7130,9944,12354,31817,1021740
1486178,102762,11322,3687,11650,45210,1238,1015694
1291423,67519,33676,4309,3597,16865,1316,929331
1178046,30715,4169,7391,7342,10652,32057,918479
1234664,74380,2330,3003,8641,35429,10073,850283
941147,42386,1998,750,17545,25245,11948,804099
593830,70028,5423,4198,17050,51604,1482,743178
825899,70289,7664,2177,10373,31754,1202,715369
1092335,21922,1148,663,8461,3637,1025,702040
934819,39558,8418,2219,2157,13971,1512,668735
803631,35812,412,1035,13422,3819,10144,666726
655267,55979,3449,1115,15088,38310,4549,639187
493778,49887,2865,1206,17823,50804,765,582435
815726,573,2940,4561,9,9644,685,579179
575253,94068,3343,2490,12857,154626,750,579082
696845,23357,5381,845,4303,13712,964,571446
1852843,64076,20477,10329,27596,15223,37393,1518788
1666711,79990,24522,7676,35684,62109,76917,1496617
1506838,93531,14806,5645,7136,37741,1595,1154105
1383729,34278,3464,7132,9947,12360,31843,1024766
1488863,102861,11338,3688,11662,45242,1239,1018609
1294140,67595,33764,4314,3600,16885,1316,933247
1179565,30743,4172,7394,7354,10668,32065,920728
1237464,74484,2334,3003,8652,35478,10096,854142
943516,42456,2001,751,17583,25288,11966,808281
597369,70318,5437,4214,17131,51794,1490,753924
828485,70434,7675,2179,10392,31804,1204,720455
1095471,21957,1149,663,8472,3648,1028,706026
806651,35951,415,1035,13488,3836,10186,672643
962033,39293,7746,1976,2173,13804,702,670967
656863,56104,3453,1116,15131,38394,4566,642396
496241,50096,2869,1210,17899,50994,770,589577
819858,578,2948,4570,9,9673,688,584966
575814,94156,3345,2492,12867,154757,750,580745
422087,49951,5089,1657,20857,65593,1379,573619
697629,23367,5384,845,4308,13716,964,572447
587164,89325,4774,1407,9558,62969,1803,530505
397577,24267,696,467,18570,12721,652,520074
590555,66136,1281,968,9435,70766,788,508067
592556,40088,5084,1085,4373,24472,3038,478591
592656,33484,927,912,5662,23159,1377,466769
434234,18324,6364,2298,5413,17383,3230,464442
373698,11118,24149,4760,1857,4916,1688,461901
915321,6331,1313,2724,2306,609,14144,459620
595620,26998,1994,1716,2114,3493,673,454779
465865,29339,13893,1421,3750,16308,912,454691
227645,26373,536,971,20627,31654,2701,451741
416526,22052,4132,1092,7287,15519,2510,432397
353743,27832,4577,1266,8519,13245,2711,421636
323410,42412,3017,879,13427,35448,807,421076
470342,33781,5116,1140,5375,11350,798,412688
410018,30643,4342,1525,6629,18980,1107,412203
287960,38176,1712,1501,15158,35509,2211,412017
446037,36439,2973,763,6908,24521,3230,407876
348803,19449,3570,2173,10354,16003,3301,406038
463590,8580,1719,745,6586,2598,8274,399001
410692,42637,4380,2184,6479,62726,453,395291
435053,16448,11763,1954,3379,10285,2069,383994
430147,11987,1099,1905,5434,1012,5239,383602
597066,18468,1341,1005,1135,2884,1552,381630
271336,27196,1218,783,8960,21654,1053,365414
198479,31971,2437,1745,15696,43113,4528,362303
314165,36466,5216,1999,8985,45487,1220,356837
318386,23765,1586,685,9569,8971,5019,354441
286804,8451,267,547,9725,5546,414,350235
293539,14456,5562,1087,5964,11315,1074,343031
287022,15105,7243,2795,3412,6536,3236,333649
