view,like,danmaku,reply,favorite,coin,share,point
261829,15839,822,1191,1887,6313,598,229019
306428,18334,3014,884,1597,3564,348,228123
208614,18192,583,609,5285,9080,4559,225209
221639,6505,3300,2963,1096,1006,545,224119
135667,9623,12342,1903,6139,9551,333,221886
217612,2828,55,358,6134,938,3039,220296
241793,21015,811,2136,3484,6209,3252,215032
174202,14907,1542,363,4253,8964,238,212076
226778,22251,1409,1271,2157,5036,1022,210831
204643,11210,10575,1780,1573,4719,624,210495
312389,366,851,543,38,2130,144,209835
253991,7601,1694,1491,1026,3108,4903,208884
237006,6463,1331,378,3006,2302,577,204568
203670,6533,125,240,5562,1152,4695,202631
112110,8527,266,576,8776,8398,247,200067
113289,7864,154,440,9648,4287,347,196905
198319,30142,829,703,3443,18473,222,196462
168895,7063,1211,547,5584,6012,1477,195596
2001559,93495,28810,8757,42792,73388,87725,1727022
1794774,115602,8248,5069,10490,39721,2202,1139119
1565989,37240,3760,7478,10840,13481,33287,1112554
882833,87965,8130,2379,37293,114720,2712,1060300
869036,90922,7350,5606,22989,67343,1918,1034953
1501231,73551,37881,4600,3883,18543,1508,1033433
1549361,85632,2616,3287,10043,40589,12145,996004
1302059,32839,4491,7795,7940,11454,33165,984741
1224875,52569,569,1271,22073,6231,15954,972165
852437,50214,6882,9275,7759,26375,1887,896716
1108703,86412,9109,2456,12864,38567,1517,893501
943256,108775,6839,1872,21886,83180,8730,874572
753152,74529,5384,1206,23590,61833,1686,846340
769765,67091,4450,1551,24883,67386,1203,843232
655671,72217,4844,1298,23735,70615,2605,757068
1146830,43470,8463,2064,2368,15191,810,753440
783121,64241,3927,1215,17645,43542,5580,746082
1141007,659,3452,5074,12,12086,869,727662
346673,39024,16,1306,30643,47506,4061,688784
389997,52696,3730,2340,28172,69535,7806,660798
1387767,10485,1998,4021,3408,922,18816,607285
631321,56537,2467,3839,9538,21561,3508,592809
1054252,30462,2226,1421,1880,4706,2680,571364
729657,18425,7642,1048,2385,11247,733,559363
346202,36002,4983,5687,17593,30113,7633,559203
649381,44855,3681,960,8802,30092,4825,557385
639684,54923,5640,1576,8309,16049,534,540439
397070,23104,4764,4830,14665,11544,8963,531270
428573,11965,26830,5131,2050,5432,1846,517398
643862,42004,5291,1108,4547,25746,3295,510048
589415,10412,2288,936,8199,3138,9879,502927
635745,29231,6491,1564,1798,7077,1015,495293
654106,28370,2066,1770,2266,3720,721,476504
463029,23398,4486,1090,7792,16680,2796,471609
579245,42670,3099,2822,2626,9667,580,458527
407582,20915,1112,1156,11381,10558,1184,444472
513003,32513,924,617,8511,12609,877,441929
386312,16802,8346,1144,7291,13517,1369,441197
383197,42465,5939,2152,10898,51972,1554,429031
354928,33091,2131,1588,11939,14286,3842,426587
487115,17492,303,617,7819,7443,8257,407551
491081,8327,56,244,7893,1605,8546,405113
450928,12910,1641,3003,2957,4900,456,397574
321993,25922,1342,704,11073,16973,396,380712
245409,26665,3759,1810,13284,25520,8736,362090
304611,31401,14287,1770,6155,24535,1811,361552
313980,15779,7575,2926,3608,6874,3533,358584
415289,52827,1398,1488,4320,15195,897,353021
370519,25479,2611,1202,5133,23634,1231,351279
395269,11589,1599,1940,3763,1506,503,345832
447197,39,9339,1499,48,1466,175,345569
545293,5412,843,344,3581,708,4548,341072
388520,11992,3750,1466,4090,7641,3834,338297
384453,29835,1871,649,5244,16499,1158,335326
291946,15340,1868,942,9581,14407,1788,327150
256076,30110,1252,943,7822,12266,1332,322050
113795,5711,249,237,16281,4485,229,316235
383010,20783,1538,1425,2257,7264,1259,313335
359609,13318,477,583,5248,6108,1361,307345
147113,27416,933,622,15913,30120,1854,306094
328234,32333,1724,1271,4264,10380,1087,301926
231579,21873,2926,1833,6986,7507,1625,293554
353510,13964,2288,386,1344,8989,371,286497
309618,17378,2787,730,4026,13899,3963,286264
255023,43129,22002,998,4772,23485,469,282229
431036,17265,750,621,813,3679,248,271826
278764,10552,5191,2266,2694,3614,991,268068
288096,22313,3382,1098,3803,6919,457,265590
356003,6307,774,2328,1068,578,8016,261282
336129,21472,1847,948,1486,5434,2690,260206
256715,12782,763,1073,5043,3028,914,253098
322389,6692,349,866,2565,1535,2797,252271
295653,22529,1948,1112,2704,8374,946,250550
376893,21427,1010,661,1171,2408,324,250523
221414,13152,731,1630,2148,5863,410,245572
385750,16246,664,334,2133,1998,145,241998
314912,11089,319,1605,1519,482,830,241568
315172,1804,922,2161,662,573,1690,237476
269000,23499,915,2247,3929,6999,3577,236670
268705,13056,1397,661,3595,8232,471,232522
199403,15671,772,728,4386,12758,1104,231868
224398,22578,2518,979,5816,5979,392,231655
344573,4699,651,1366,792,771,4048,231030
263741,15945,823,1194,1901,6331,599,229777
307092,18359,3014,884,1601,3570,348,228142
223711,6560,3327,2976,1105,1014,550,225491
208914,18204,584,609,5295,9086,4563,225455
136072,9645,12364,1907,6155,9569,333,222303
219312,2848,56,365,6194,946,3076,221747
175341,14950,1547,364,4268,9004,238,213478
227948,22361,1423,1274,2166,5049,1026,211686
315639,368,863,550,39,2149,146,211658
204943,11217,10584,1782,1576,4721,624,210695
254384,7614,1696,1495,1027,3110,4908,209060
238933,6502,1334,379,3027,2314,581,205974
204702,6578,125,240,5603,1164,4735,203455
113029,8569,269,578,8829,8441,249,200981
114636,7978,156,446,9773,4337,351,198396
173270,13060,469,662,5581,8856,424,197994
198862,30183,829,703,3452,18499,223,196868
2021504,94322,29133,8800,43209,74017,88292,1739590
1844260,117829,8433,5127,10796,40496,2242,1159621
1577374,37492,3772,7492,10921,13565,33376,1117957
909133,90598,8363,2404,38553,118421,2795,1088144
883677,91891,7442,5663,23305,68012,1935,1048740
1510596,73826,38013,4608,3898,18603,1519,1037592
1562031,86031,2632,3298,10101,40733,12197,1001230
1309791,32954,4503,7805,7967,11481,33225,988002
1243121,53329,574,1280,22465,6350,16214,984572
871970,51032,7028,9444,7902,26796,1919,913145
1122079,87123,9172,2469,12974,38780,1534,901039
966636,110729,6961,1884,22289,84450,8944,891146
768172,75420,5469,1218,23867,62489,1711,860510
780464,67741,4494,1559,25135,68023,1226,852379
679069,73997,4950,1316,24216,72125,2675,779667
1153256,43616,8486,2065,2380,15226,817,755993
788667,64615,3944,1217,17765,43774,5619,750636
1158116,670,3475,5098,12,12215,882,734660
395161,53266,3780,2361,28500,70271,7915,668838
658562,58920,2565,3949,10015,22327,3671,617801
1404396,10677,2017,4038,3459,937,19009,610459
370286,37978,5273,5898,18742,31631,8003,597795
697937,58855,5959,1608,9035,17234,594,582161
1070412,30910,2254,1429,1903,4761,2716,575436
741361,18647,7716,1051,2424,11384,741,567388
657715,45198,3711,965,8880,30277,4885,563031
449397,65169,4888,1465,17535,51330,812,553942
404360,23507,4833,4875,14925,11692,9070,540190
430991,12015,26939,5154,2064,5464,1852,520116
592083,10448,2291,939,8221,3141,9901,505231
645252,29499,6550,1580,1814,7134,1023,501449
465221,23470,4503,1094,7819,16735,2813,473131
598217,44293,3201,2900,2712,9983,595,473060
524095,33164,940,620,8669,12833,901,450314
412379,21068,1123,1157,11489,10621,1194,449222
389927,16880,8408,1153,7333,13592,1381,445098
387211,42873,5993,2157,11037,52376,1573,433367
358683,33288,2136,1598,12045,14349,3891,430639
508776,18374,313,635,8216,7751,8622,426096
496152,8459,58,244,7995,1617,8636,409289
456870,13139,1653,3034,3015,4946,458,402948
260663,28326,3958,1925,14112,27149,9318,387522
325027,32977,14945,1814,6538,26054,1946,384040
428214,54105,1419,1516,4443,15476,916,363812
315163,15814,7581,2931,3616,6886,3541,359708
379259,25955,2635,1157,5228,24125,1271,358345
402055,11881,1643,1972,3861,1530,512,351315
557980,5580,867,351,3687,740,4659,349248
451009,39,9394,1507,48,1480,178,348599
304784,16122,1949,968,10041,15179,1906,342786
391090,12049,3771,1471,4114,7689,3845,340497
390120,30120,1886,653,5284,16629,1174,339042
162192,29853,1134,644,17403,32728,2041,336020
264581,30993,1294,951,8165,12777,1377,334113
350235,31333,1217,2672,5340,9233,4568,325454
374176,14002,488,592,5487,6476,1420,319947
385853,20883,1550,1425,2267,7277,1261,314815
330136,32482,1730,1277,4287,10424,1091,304013
277803,19928,1541,490,7290,11179,184,298183
324523,18028,2844,740,4202,14546,4124,298037
234339,22067,2947,1836,7104,7576,1631,296848
267410,44843,22914,1025,4986,24304,479,292406
354644,13993,2294,386,1346,8998,372,287082
307196,23564,3530,1122,4040,7247,479,283734
433480,17355,752,626,815,3694,248,273178
280717,10628,5255,2271,2715,3628,1003,270113
358094,6332,780,2329,1074,582,8042,261782
337784,21586,1855,949,1491,5454,2701,261530
329142,6852,355,876,2629,1558,2858,257981
259729,12976,777,1087,5112,3065,930,256381
380821,21617,1016,661,1186,2417,326,252347
324907,11515,327,1622,1577,490,845,249772
224848,13290,735,1644,2178,5937,414,249052
392068,16577,675,337,2185,2040,146,246914
281332,13692,1453,683,3782,8524,490,243394
204101,15935,783,737,4460,12916,1129,238040
270197,16284,834,1213,1948,6428,611,235329
225686,22633,2522,980,5823,6000,394,232377
347542,4734,654,1369,795,773,4070,232364
230495,6788,3417,3071,1151,1037,566,232281
309315,18441,3016,884,1606,3580,348,228959
226256,2967,56,378,6427,979,3217,228779
268670,19987,3034,1143,1701,8938,708,225856
137657,9724,12447,1913,6203,9648,334,224181
327034,372,885,561,40,2208,150,219010
177752,15069,1561,366,4300,9065,239,216853
231787,22679,1439,1292,2185,5085,1048,215008
188715,13791,482,683,5943,9210,442,214815
205913,11261,10637,1785,1581,4735,626,211662
245301,6607,1343,382,3106,2363,594,211425
255640,7648,1711,1500,1033,3118,4914,210161
201915,11249,443,464,5279,7628,4147,208350
119251,8377,166,455,10235,4538,367,207309
208384,6727,125,245,5713,1192,4815,207308
195028,19063,1631,1034,4746,3689,1012,207146
117146,8718,276,588,8976,8598,261,205669
67648,10916,571,834,10052,11562,1366,199513
200545,30380,833,703,3479,18610,223,198502
171043,7122,1219,549,5613,6056,1490,197557
192024,8553,1214,1308,1644,3010,714,195250
2024754,94472,29214,8809,43288,74132,88373,1741998
1851680,118141,8450,5133,10827,40590,2249,1163169
1579378,37535,3775,7493,10933,13579,33391,1119064
913140,90993,8390,2408,38742,118959,2805,1093438
886059,92023,7457,5666,23347,68109,1941,1051231
1512154,73857,38023,4610,3899,18605,1519,1038306
1564560,86095,2632,3298,10107,40746,12212,1002190
1310800,32967,4505,7810,7968,11485,33237,988162
1245889,53431,580,1280,22521,6354,16244,987165
875075,51146,7061,9480,7931,26855,1925,916029
1124495,87247,9185,2412,12995,38812,1535,902514
970391,111043,6974,1887,22339,84645,8985,894157
770609,75549,5482,1219,23905,62579,1715,863199
782333,67849,4505,1565,25186,68119,1231,854127
682673,74279,4959,1318,24283,72385,2687,783695
1154176,43634,8492,2065,2382,15228,817,756506
789642,64657,3944,1218,17782,43799,5627,751545
1161074,670,3479,5102,12,12236,883,736032
395980,53362,3783,2363,28551,70396,7929,670610
662872,59300,2584,3967,10079,22444,3694,622335
1407427,10710,2023,4044,3471,939,19051,610830
373971,38257,5316,5916,18909,31865,8059,604050
706926,59452,6017,1613,9151,17427,603,589913
466979,67477,5052,1500,18173,53135,850,578204
1072799,30979,2257,1431,1904,4776,2726,576990
743049,18687,7727,1054,2432,11412,742,568933
659211,45258,3725,965,8894,30315,4899,564167
405627,23569,4837,4885,14961,11718,9092,541744
431381,12021,26968,5157,2066,5466,1853,520472
592495,10454,2292,939,8226,3142,9906,505294
646592,29545,6556,1582,1815,7138,1026,502653
601356,44564,3220,2921,2724,10053,598,476092
465558,23483,4505,1094,7825,16750,2815,473587
526040,33274,942,622,8699,12878,907,451823
413253,21094,1123,1158,11501,10626,1195,450293
390488,16894,8416,1155,7348,13606,1382,445816
387868,42944,6003,2159,11068,52454,1574,434204
359336,33343,2138,1598,12071,14373,3899,431473
512180,18512,315,637,8290,7801,8692,429183
497005,8477,58,244,8010,1619,8656,410281
457901,13171,1655,3043,3022,4951,460,403955
262976,28586,3993,1938,14249,27394,9402,391700
328240,33218,15033,1821,6590,26298,1966,388198
430355,54314,1422,1519,4463,15530,918,365719
380686,26021,2640,1159,5244,24182,1277,360000
315344,15817,7583,2932,3617,6886,3543,359966
403412,11943,1650,1977,3883,1530,517,352684
560736,5612,872,353,3716,747,4679,351020
451708,39,9399,1508,48,1482,178,349000
306754,16270,1958,974,10118,15335,1926,345359
165116,30321,1153,652,17727,33242,2074,342733
391533,12063,3772,1472,4120,7693,3846,340903
363860,32665,1262,2756,5585,9619,4734,340399
391438,30177,1887,654,5291,16647,1175,339972
265869,31141,1298,952,8220,12877,1383,336489
376392,14119,489,593,5520,6542,1429,322085
386357,20901,1554,1425,2269,7285,1262,314872
330420,32505,1730,1277,4294,10436,1092,304340
327046,18144,2863,743,4235,14661,4150,300741
278144,19950,1541,490,7297,11185,184,298581
234774,22098,2950,1836,7115,7585,1632,297447
270253,45183,23150,1029,5023,24505,481,295889
354818,13994,2294,386,1346,8998,372,287256
310783,23767,3567,1126,4087,7328,485,286934
433870,17369,752,627,816,3698,248,273492
281037,10645,5258,2272,2721,3632,1004,270431
358439,6333,780,2331,1074,582,8045,261842
338029,21602,1855,949,1494,5454,2703,261757
330366,6870,355,877,2635,1564,2867,258976
260225,13015,779,1088,5126,3071,933,256952
381445,21651,1017,661,1189,2419,326,252816
327081,11582,330,1630,1592,492,849,250007
225402,13310,735,1646,2181,5943,414,249673
393039,16628,677,337,2194,2049,147,247739
283749,13805,1462,694,3821,8581,494,245448
205077,15979,785,740,4471,12952,1129,238882
271236,16343,834,1214,1955,6439,612,236448
289759,21226,3179,1188,1795,9470,754,235242
231495,6823,3433,3083,1158,1037,568,233747
225926,22645,2522,982,5823,6000,395,232550
347999,4741,657,1369,795,773,4080,232398
227520,2999,56,380,6477,993,3242,230297
137954,9743,12460,1917,6213,9661,335,224562
328696,375,887,564,41,2218,152,220473
191295,13916,483,687,6010,9266,444,217789
178057,15082,1563,366,4301,9073,240,217213
232431,22726,1440,1293,2189,5092,1050,215513
273002,18646,2539,764,1783,4888,460,215138
246361,6627,1353,382,3121,2371,597,212291
206044,11271,10644,1785,1583,4739,627,211816
204284,11398,446,465,5354,7730,4199,211144
255858,7662,1711,1500,1034,3125,4916,210389
197119,19263,1656,1046,4804,3723,1022,209950
120080,8441,168,456,10315,4582,369,209041
209096,6752,125,248,5739,1196,4833,208078
118079,8752,277,588,9017,8638,262,207043
68202,10974,572,836,10120,11622,1374,200763
200833,30413,833,703,3480,18625,223,198769
171338,7132,1220,549,5622,6068,1492,197893
158180,8066,350,493,7211,2706,201,197088
2033740,94866,29339,8822,43486,74407,88599,1749317
1870906,119011,8520,5159,10933,40915,2274,1172709
1584739,37642,3784,7503,10970,13612,33441,1122497
924204,92046,8472,2419,39230,120407,2839,1108408
894774,92501,7500,5681,23507,68414,1945,1058535
1516651,73973,38077,4612,3904,18625,1521,1040642
1570861,86263,2632,3299,10124,40806,12249,1004260
1253820,53700,582,1281,22693,6399,16362,993964
1314000,33011,4514,7821,7987,11498,33263,990047
883094,51476,7106,9589,7981,27009,1935,925097
1131616,87636,9213,2415,13049,38938,1540,905331
980766,111988,7033,1898,22543,85266,9101,903388
777479,75928,5510,1227,24026,62863,1718,870985
787353,68115,4530,1568,25297,68383,1237,859831
692068,74953,4996,1321,24483,72992,2718,794227
1157033,43707,8506,2065,2385,15250,817,758013
791934,64804,3951,1224,17833,43877,5639,754017
1169194,672,3489,5107,13,12307,883,740057
398463,53607,3792,2369,28684,70722,7978,674892
513998,73307,5421,1561,19738,57761,939,647597
674847,60235,2631,4009,10291,22798,3750,635263
384050,39067,5464,5977,19341,32494,8186,621819
1413794,10788,2034,4053,3490,944,19121,614216
732029,61044,6144,1609,9437,17912,622,610248
1079875,31152,2268,1437,1923,4801,2744,579930
747827,18770,7747,1054,2440,11451,744,572939
663004,45407,3739,966,8929,30411,4926,567886
408638,23753,4867,4907,15071,11785,9140,546054
432417,12039,27012,5168,2071,5478,1856,521892
593592,10464,2294,939,8236,3145,9914,506475
650232,29639,6580,1582,1820,7168,1030,505486
609868,45289,3282,2965,2766,10205,608,484490
466523,23510,4508,1093,7829,16765,2819,474645
531224,33594,951,626,8796,12986,915,457148
415556,21172,1131,1158,11566,10649,1197,453152
391914,16935,8432,1158,7355,13633,1386,447803
520856,18852,318,623,8463,7922,8867,438294
389697,43106,6019,2165,11120,52625,1582,436987
360960,33440,2147,1605,12134,14403,3925,433930
499205,8527,58,246,8049,1626,8682,412544
460741,13278,1661,3053,3041,4971,465,406837
268978,29224,4088,1969,14584,27967,9658,402944
337182,33866,15304,1841,6742,26909,2031,399771
398811,36064,1415,2922,6208,10600,5180,384817
436384,54862,1431,1530,4501,15637,924,371496
384711,26234,2655,1170,5295,24395,1298,364721
172887,31633,1199,675,18552,34667,2179,364189
315917,15828,7584,2937,3619,6888,3551,360609
567115,5692,879,358,3777,759,4749,356759
407011,12095,1667,1989,3921,1541,524,356721
311951,16605,1976,991,10313,15693,1973,353238
453476,39,9426,1517,48,1486,180,350587
394930,30367,1896,657,5324,16731,1182,342648
269356,31519,1319,954,8354,13071,1395,342483
392617,12087,3778,1476,4128,7711,3854,342015
382232,14416,496,606,5648,6725,1453,328609
387580,20955,1556,1425,2276,7293,1264,315848
332828,18394,2890,748,4315,14932,4215,307902
331210,32558,1733,1277,4306,10452,1092,305213
276144,45968,23575,1037,5111,24935,490,305050
278963,19995,1543,492,7321,11207,185,299920
235975,22177,2968,1838,7156,7616,1633,299087
319031,24291,3611,1133,4191,7480,497,296916
355236,14003,2294,386,1347,9002,372,287398
333913,24077,3585,1286,2058,10749,880,287000
435016,17416,754,630,817,3706,249,274304
281774,10672,5273,2273,2733,3644,1008,271387
338657,21634,1856,950,1498,5458,2704,262334
359175,6344,780,2335,1074,582,8048,262199
333119,6921,359,882,2670,1575,2892,261769
261486,13096,781,1091,5164,3089,941,258649
331949,11770,335,1641,1626,501,857,255062
383133,21725,1019,662,1192,2423,328,253315
289389,14120,1500,702,3902,8743,505,252341
226815,13362,736,1661,2186,5966,418,251501
395731,16745,685,340,2211,2061,149,250122
208888,16152,828,745,4524,13072,1140,243156
274205,16514,838,1221,1982,6495,615,239905
234197,6896,3473,3109,1170,1046,572,236978
230776,3051,56,385,6577,1006,3297,235162
226509,22669,2525,983,5827,6002,396,233137
349216,4760,658,1374,801,775,4091,232916
197805,14216,488,694,6197,9408,455,226497
138685,9777,12489,1921,6237,9694,335,225901
333203,378,895,568,41,2244,153,224702
209560,11674,463,472,5494,7909,4311,218482
178955,15125,1565,370,4314,9095,240,218145
276006,18781,2548,767,1795,4908,462,217368
233956,22855,1447,1300,2201,5102,1060,217195
249223,6679,1358,382,3149,2386,606,215123
122059,8586,171,458,10519,4664,376,213880
120266,8822,280,594,9110,8722,263,212372
206455,11282,10658,1786,1587,4750,629,212289
256488,7679,1711,1500,1038,3125,4923,210755
210752,6799,125,250,5806,1208,4886,210665
69393,11099,576,842,10256,11756,1386,204852
162918,8295,358,497,7446,2785,214,204525
201559,30490,833,703,3489,18659,223,199610
172095,7149,1223,550,5638,6084,1503,198898
171558,17660,1803,813,3224,11107,343,193830
2047065,95441,29524,8840,43801,74797,88907,1756478
1899810,120347,8620,5180,11089,41353,2299,1181987
1591758,37798,3795,7512,11021,13684,33509,1125407
941308,93473,8608,2435,39922,122265,2881,1123907
916603,93652,7597,5726,23812,69156,1969,1071709
1523131,74170,38174,4612,3909,18676,1523,1042715
1580002,86526,2641,3302,10161,40906,12299,1007128
1266657,54266,590,1289,23023,6486,16557,1001794
1320116,33101,4531,7827,8019,11523,33303,992249
896052,51971,7256,9758,8062,27281,1957,934628
996766,113384,7114,1916,22848,86228,9254,913811
1142149,88197,9263,2421,13128,39120,1553,909943
796585,76925,5596,1243,24313,63584,1741,882805
794617,68510,4551,1578,25441,68742,1243,864779
704671,75828,5034,1323,24721,73704,2754,803059
1161144,43790,8532,2066,2388,15262,817,758697
795742,65064,3961,1227,17908,44020,5664,756461
1181207,676,3515,5120,13,12399,891,744164
578026,81264,5943,1649,21908,64030,1054,708956
401850,53977,3806,2377,28909,71196,8055,679678
691458,61678,2705,4048,10564,23296,3837,647096
399203,40203,5589,6061,20084,33422,8362,640215
767109,63287,6339,1627,9848,18578,641,630193
1423119,10884,2051,4075,3527,951,19222,617331
1089210,31455,2289,1440,1941,4844,2763,583731
754347,18897,7779,1055,2452,11535,748,576506
668085,45636,3749,966,8971,30537,4971,571349
413272,23991,4903,4946,15255,11907,9218,551088
655777,29807,6626,1587,1827,7209,1041,508520
594908,10491,2299,938,8250,3153,9925,507428
620567,46212,3341,3009,2828,10412,621,492056
467899,23542,4513,1095,7839,16777,2824,475360
538216,33995,963,632,8894,13129,931,462045
419107,21287,1138,1159,11635,10686,1205,456155
394216,16995,8457,1159,7386,13689,1391,449702
532014,19372,333,631,8698,8119,9100,446930
392481,43383,6061,2171,11214,52885,1591,439480
363635,33583,2161,1617,12211,14447,3960,436451
452816,41088,1699,3174,7253,12204,5858,430927
502660,8623,58,247,8114,1638,8737,415004
277219,30112,4193,1996,15030,28728,9973,413572
350348,34732,15703,1868,6949,27724,2113,411078
466178,13470,1672,3074,3085,5011,470,410408
184257,33616,1275,700,19805,36711,2336,385063
446028,55777,1450,1548,4593,15835,934,377741
389627,26473,2677,1179,5352,24630,1317,369086
576832,5818,887,364,3862,774,4825,362869
2062737,96115,29734,8866,44159,75210,89318,1764667
1931688,121778,8724,5222,11255,41882,2325,1192735
960346,95009,8734,2454,40647,124328,2940,1139748
1599377,37958,3803,7518,11073,13739,33596,1128634
935984,94839,7696,5783,24125,69937,2001,1086282
1530256,74390,38313,4617,3919,18720,1524,1045286
1282536,54954,595,1294,23426,6584,16773,1011702
1590202,86818,2647,3309,10204,41007,12352,1010757
1325274,33175,4548,7839,8037,11547,33340,994431
910880,52443,7419,10017,8144,27534,1999,947066
1015111,114974,7217,1936,23152,87270,9441,924786
1153305,88830,9303,2432,13211,39325,1566,914843
815143,78006,5698,1253,24645,64439,1777,896730
802716,68965,4561,1582,25619,69192,1256,870294
719182,76884,5068,1335,25023,74577,2820,814080
645791,89463,6440,1727,24089,70355,1199,774019
1166170,43882,8550,2070,2390,15283,818,760484
1194400,680,3538,5134,13,12482,895,748674
405815,54352,3833,2385,29126,71674,8117,684509
709285,63233,2792,4112,10888,23815,3946,660951
415592,41560,5771,6151,20909,34541,8585,660198
805707,65647,6485,1642,10311,19316,680,650799
1434288,10978,2061,4105,3556,960,19343,621230
1100831,31758,2311,1447,1967,4893,2787,588500
761954,19039,7823,1058,2466,11632,756,580743
673892,45864,3766,969,9015,30675,5023,574571
418235,24236,4944,5002,15437,12020,9287,557095
662545,30000,6664,1592,1832,7254,1050,511956
596480,10515,2301,942,8261,3155,9940,508579
632335,47173,3396,3049,2894,10623,637,499632
510516,46298,2015,3432,8267,13739,6520,479169
469561,23570,4520,1096,7856,16803,2832,476525
547010,34432,975,635,9019,13292,947,467439
423379,21430,1141,1163,11745,10784,1215,459778
544032,19926,343,644,8983,8293,9331,455882
396621,17047,8489,1160,7410,13740,1398,451716
395832,43698,6108,2177,11319,53194,1612,442538
366742,33771,2168,1630,12297,14502,4003,439409
287087,31152,4362,2052,15583,29645,10325,425210
365455,35721,16202,1900,7199,28689,2185,423347
506461,8723,58,248,8193,1654,8812,417973
473149,13737,1694,3132,3153,5083,475,415827
198424,36043,1349,725,21294,39219,2515,409596
457567,56792,1476,1564,4680,16079,952,385132
395366,26781,2696,1186,5418,24931,1350,373611
461506,31283,4337,1492,2659,13835,1237,373588
331889,17759,2058,1028,10966,16786,2124,371724
588103,5948,895,367,3932,798,4922,367961
421434,12719,1739,2047,4097,1592,543,366632
459626,39,9494,1523,51,1499,183,354143
278859,32503,1364,969,8721,13612,1440,353580
405804,31071,1947,668,5437,17030,1209,349700
407618,15583,521,629,6089,7326,1555,346109
395557,12148,3794,1483,4159,7737,3874,344236
295693,48272,24793,1075,5394,26136,524,322753
348358,19095,2961,768,4512,15639,4414,319770
345414,25864,3798,1161,4503,7963,538,316552
334034,32723,1748,1285,4337,10498,1096,307371
239893,22434,3024,1846,7280,7680,1642,302742
281553,20120,1558,493,7374,11255,187,302075
276915,11708,3082,3136,1682,1802,994,294303
356530,14028,2296,388,1348,9017,373,288100
437732,17516,754,631,823,3723,251,275504
283814,10757,5303,2274,2746,3670,1013,272677
342189,7110,366,896,2749,1618,2965,267209
350142,12439,348,1694,1757,523,897,267139
306768,15041,1625,725,4140,9169,540,265431
340735,21763,1863,951,1511,5487,2718,263665
361832,6362,781,2345,1085,584,8082,263610
405131,17166,698,343,2294,2115,153,255582
2072130,96498,29846,8872,44371,75456,89526,1770304
1949669,122590,8773,5242,11335,42196,2343,1199498
970538,95898,8805,2469,41079,125528,2970,1150980
1604220,38063,3808,7523,11107,13775,33655,1130598
946520,95449,7742,5833,24286,70365,2019,1094147
1534245,74494,38392,4620,3924,18748,1524,1047069
1291230,55299,600,1297,23608,6631,16916,1017828
1595955,86989,2653,3311,10223,41060,12382,1012733
1328194,33213,4558,7846,8046,11556,33361,995645
919204,52696,7513,10177,8193,27690,2022,954842
1025705,115902,7286,1940,23331,87918,9527,931514
1159505,89149,9340,2436,13268,39436,1569,918104
825140,78542,5758,1257,24801,64822,1788,905664
807423,69217,4576,1584,25720,69398,1263,874122
727144,77450,5090,1338,25174,75033,2847,820488
686794,94407,6744,1769,25446,74096,1280,814400
1168928,43944,8564,2071,2393,15309,819,761707
1202041,681,3559,5145,13,12541,897,751620
408150,54591,3841,2390,29287,71963,8172,688061
425464,42365,5862,6204,21336,35187,8725,674741
718486,64139,2825,4144,11069,24124,4004,670009
829738,67185,6572,1649,10613,19838,690,665857
1441133,11052,2074,4108,3589,974,19422,622047
1106400,31942,2317,1447,1982,4908,2805,590200
766498,19141,7843,1060,2478,11680,757,583282
677651,45974,3775,971,9037,30748,5048,577177
421131,24408,4972,5014,15546,12089,9337,560417
666372,30134,6684,1593,1835,7283,1057,514233
545932,49607,2227,3590,8845,14723,6947,509668
597338,10531,2306,942,8271,3158,9946,509283
638616,47726,3427,3084,2930,10742,649,504424
470606,23599,4523,1096,7864,16817,2836,477343
551852,34696,989,638,9086,13371,951,471110
425941,21510,1149,1168,11797,10822,1220,462446
551805,20334,346,655,9147,8418,9494,462031
398183,17078,8499,1161,7429,13767,1403,452954
397593,43868,6138,2183,11364,53386,1620,444547
368558,33900,2172,1634,12341,14549,4036,441353
295034,31956,4460,2097,15995,30380,10604,435220
374471,36413,16476,1923,7355,29277,2235,432595
205934,37316,1393,735,22096,40560,2602,425438
508529,8773,60,249,8243,1662,8851,419721
476828,13882,1701,3155,3182,5116,483,419445
502455,33413,4572,1538,2813,14695,1342,400340
463126,57295,1483,1571,4718,16189,970,390169
338184,18132,2080,1040,11187,17145,2177,378985
398740,26951,2708,1191,5444,25061,1366,376474
596199,6058,914,374,3996,814,5001,372318
426599,12930,1755,2071,4160,1611,548,370543
281591,32804,1374,971,8830,13742,1453,357337
461506,40,9520,1528,51,1503,183,355465
416004,15952,530,635,6221,7463,1584,353137
409593,31299,1964,669,5464,17116,1221,352507
396411,12168,3803,1486,4165,7752,3884,344606
300472,48883,25108,1084,5456,26461,538,328354
354221,26417,3846,1163,4612,8127,546,323575
352828,19320,2995,770,4573,15834,4475,323371
334787,32784,1752,1285,4350,10520,1096,308144
241058,22513,3035,1848,7317,7706,1646,304094
282401,20150,1566,493,7386,11268,187,302965
277177,11715,3082,3141,1683,1802,996,294527
356986,14042,2296,389,1348,9027,374,288254
438681,17543,754,632,828,3730,252,275566
284571,10788,5309,2279,2754,3680,1016,273325
355387,12635,354,1707,1782,535,910,271354
312381,15383,1656,739,4220,9316,551,270405
344844,7161,367,898,2774,1634,2980,269543
